,addressee,dialogue_act,dialogue_num,doc,emitter,global_id,original_turn_number,span_end,subdoc,superdoc_num,surface_act,text,turn_id,type,parent_schema_id,schema_composition,outgoing_relation_id,relation_type
15010,Tyrant Lord,Other,1097.0,s2_practice3,nelsen,s2_practice3_01_stac_1458310547,62,875.0,01,945.0,Assertion,sorry,10354.0,Segment,0,0,0,0
15011,Tyrant Lord,Refusal,1097.0,s2_practice3,Kersti,s2_practice3_01_stac_1458310550,63,895.0,01,945.0,Assertion,sorry,10355.0,Segment,0,0,0,0
15012,Tyrant Lord,Accept,1097.0,s2_practice3,sparkles,s2_practice3_01_stac_1458310553,64,932.0,01,945.0,Assertion,can do wheat for ore,10356.0,Segment,0,0,s2_practice3_01_jhunter_1459437154745,Acknowledgement
15013,sparkles,Accept,1097.0,s2_practice3,Tyrant Lord,s2_practice3_01_stac_1458310556,65,963.0,01,945.0,Assertion,sounds good,10357.0,Segment,0,0,0,0
15014,"Kersti, Tyrant Lord, sparkles",Offer,1098.0,s2_practice3,nelsen,s2_practice3_01_stac_1458310560,69,1021.0,01,946.0,Question,I assume no-one will give me clay for wood?,10358.0,Segment,0,0,s2_practice3_01_jhunter_1459437163715,Question_answer_pair
15015,"Kersti, Tyrant Lord, sparkles",Offer,1098.0,s2_practice3,nelsen,s2_practice3_01_stac_1458310560,69,1021.0,01,946.0,Question,I assume no-one will give me clay for wood?,10358.0,Segment,0,0,s2_practice3_01_jhunter_1459437167976,Question_answer_pair
15016,"Kersti, Tyrant Lord, sparkles",Offer,1098.0,s2_practice3,nelsen,s2_practice3_01_stac_1458310560,69,1021.0,01,946.0,Question,I assume no-one will give me clay for wood?,10358.0,Segment,0,0,s2_practice3_01_jhunter_1459437170912,Question_answer_pair
15017,nelsen,Refusal,1098.0,s2_practice3,sparkles,s2_practice3_01_stac_1458310563,70,1050.0,01,946.0,Assertion,none to give,10359.0,Segment,0,0,0,0
15018,nelsen,Other,1098.0,s2_practice3,Tyrant Lord,s2_practice3_01_stac_1458310566,71,1075.0,01,946.0,Assertion,sorry,10360.0,Segment,0,0,s2_practice3_01_jhunter_1459437177713,Explanation
15019,nelsen,Refusal,1098.0,s2_practice3,Tyrant Lord,s2_practice3_01_stac_1458310567,71,1084.0,01,946.0,Assertion,got none,10360.0,Segment,0,0,0,0
15020,nelsen,Refusal,1098.0,s2_practice3,Kersti,s2_practice3_01_stac_1458310570,72,1116.0,01,946.0,Assertion,have none to give,10361.0,Segment,0,0,s2_practice3_01_jhunter_1459437198473,Background
15021,All,Other,1098.0,s2_practice3,Kersti,s2_practice3_01_stac_1458310571,72,1146.0,01,946.0,Assertion,(and it keeps getting robbed),10361.0,Segment,0,0,0,0
15022,All,Other,1099.0,s2_practice3,sparkles,s2_practice3_01_stac_1458310575,76,1216.0,01,947.0,Assertion,i could swear the dice probabilities are off in this.,10362.0,Segment,0,0,s2_practice3_01_jhunter_1459437213088,Comment
15023,sparkles,Other,1099.0,s2_practice3,Kersti,s2_practice3_01_stac_1458310579,79,1255.0,01,947.0,Assertion,it's a ghastly interface,10363.0,Segment,0,0,0,0
15024,"Tyrant Lord, nelsen, sparkles",Offer,1100.0,s2_practice3,Kersti,s2_practice3_01_stac_1458310583,86,1300.0,01,948.0,Question,anyone have clay for my sheep?,10364.0,Segment,0,0,s2_practice3_01_jhunter_1459437220248,Question_answer_pair
15025,"Tyrant Lord, nelsen, sparkles",Offer,1100.0,s2_practice3,Kersti,s2_practice3_01_stac_1458310583,86,1300.0,01,948.0,Question,anyone have clay for my sheep?,10364.0,Segment,0,0,s2_practice3_01_jhunter_1459437222371,Question_answer_pair
15026,"Tyrant Lord, nelsen, sparkles",Offer,1100.0,s2_practice3,Kersti,s2_practice3_01_stac_1458310583,86,1300.0,01,948.0,Question,anyone have clay for my sheep?,10364.0,Segment,0,0,s2_practice3_01_jhunter_1459437225535,Question_answer_pair
15027,Kersti,Refusal,1100.0,s2_practice3,nelsen,s2_practice3_01_stac_1458310586,87,1319.0,01,948.0,Assertion,nope,10365.0,Segment,0,0,0,0
15028,Kersti,Refusal,1100.0,s2_practice3,sparkles,s2_practice3_01_stac_1458310589,88,1340.0,01,948.0,Assertion,nope,10366.0,Segment,0,0,0,0
15029,Kersti,Other,1100.0,s2_practice3,Tyrant Lord,s2_practice3_01_stac_1458310592,89,1365.0,01,948.0,Assertion,sorry,10367.0,Segment,0,0,0,0
15030,Kersti,Refusal,1100.0,s2_practice3,Tyrant Lord,s2_practice3_01_stac_1458310593,89,1368.0,01,948.0,Assertion,no,10367.0,Segment,0,0,s2_practice3_01_jhunter_1459437232985,Comment
15031,"Kersti, Tyrant Lord, sparkles",Offer,1101.0,s2_practice3,nelsen,s2_practice3_01_stac_1458310597,97,1418.0,01,949.0,Question,anyone got wheat for wood or sheep?,10368.0,Segment,0,0,s2_practice3_01_jhunter_1459437245860,Question_answer_pair
15032,"Kersti, Tyrant Lord, sparkles",Offer,1101.0,s2_practice3,nelsen,s2_practice3_01_stac_1458310597,97,1418.0,01,949.0,Question,anyone got wheat for wood or sheep?,10368.0,Segment,0,0,s2_practice3_01_jhunter_1459437248459,Question_answer_pair
15033,"Kersti, Tyrant Lord, sparkles",Offer,1101.0,s2_practice3,nelsen,s2_practice3_01_stac_1458310597,97,1418.0,01,949.0,Question,anyone got wheat for wood or sheep?,10368.0,Segment,0,0,s2_practice3_01_jhunter_1459437271919,Q_Elab
15034,nelsen,Accept,1101.0,s2_practice3,Kersti,s2_practice3_01_stac_1458310600,98,1462.0,01,949.0,Assertion,I can give you wheat for wood,10369.0,Segment,0,0,0,0
15035,nelsen,Accept,1101.0,s2_practice3,sparkles,s2_practice3_01_stac_1458310603,99,1503.0,01,949.0,Assertion,i can do wheat for sheep,10370.0,Segment,0,0,0,0
15036,nelsen,Accept,1101.0,s2_practice3,Tyrant Lord,s2_practice3_01_stac_1458310606,100,1536.0,01,949.0,Assertion,i have wheat,10371.0,Segment,s2_practice3_01_jhunter_1459437257637,EDU,0,0
15037,nelsen,Accept,1101.0,s2_practice3,Tyrant Lord,s2_practice3_01_stac_1458310607,100,1549.0,01,949.0,Question,if you want?,10371.0,Segment,s2_practice3_01_jhunter_1459437257637,EDU,s2_practice3_01_jhunter_1459437254359,Conditional
15038,Tyrant Lord,Refusal,1101.0,s2_practice3,nelsen,s2_practice3_01_stac_1458310610,103,1584.0,01,949.0,Assertion,Kersti was first :),10372.0,Segment,0,0,0,0
15039,"Tyrant Lord, nelsen, sparkles",Offer,1102.0,s2_practice3,Kersti,s2_practice3_01_stac_1458310614,107,1636.0,01,950.0,Question,anyone have clay for sheep or wheat?,10373.0,Segment,0,0,s2_practice3_01_jhunter_1459437326688,Question_answer_pair
15040,"Tyrant Lord, nelsen, sparkles",Offer,1102.0,s2_practice3,Kersti,s2_practice3_01_stac_1458310614,107,1636.0,01,950.0,Question,anyone have clay for sheep or wheat?,10373.0,Segment,0,0,s2_practice3_01_jhunter_1459437328795,Question_answer_pair
15041,"Tyrant Lord, nelsen, sparkles",Offer,1102.0,s2_practice3,Kersti,s2_practice3_01_stac_1458310614,107,1636.0,01,950.0,Question,anyone have clay for sheep or wheat?,10373.0,Segment,0,0,s2_practice3_01_jhunter_1459437332849,Q_Elab
15042,Kersti,Refusal,1102.0,s2_practice3,sparkles,s2_practice3_01_stac_1458310617,108,1658.0,01,950.0,Assertion,nope,10374.0,Segment,0,0,0,0
15043,Kersti,Refusal,1102.0,s2_practice3,Tyrant Lord,s2_practice3_01_stac_1458310620,109,1681.0,01,950.0,Assertion,no,10375.0,Segment,0,0,s2_practice3_01_jhunter_1459437360763,Comment
15044,Kersti,Other,1102.0,s2_practice3,Tyrant Lord,s2_practice3_01_stac_1458310621,109,1687.0,01,950.0,Assertion,sorry,10375.0,Segment,0,0,0,0
15045,"Tyrant Lord, nelsen, sparkles",Offer,1102.0,s2_practice3,Kersti,s2_practice3_01_stac_1458310624,110,1727.0,01,950.0,Question,how about ore for sheep?,10376.0,Segment,0,0,s2_practice3_01_jhunter_1459437351977,Question_answer_pair
15046,"Tyrant Lord, nelsen, sparkles",Offer,1102.0,s2_practice3,Kersti,s2_practice3_01_stac_1458310624,110,1727.0,01,950.0,Question,how about ore for sheep?,10376.0,Segment,0,0,s2_practice3_01_jhunter_1459437355174,Question_answer_pair
15047,Kersti,Refusal,1102.0,s2_practice3,Tyrant Lord,s2_practice3_01_stac_1458310627,111,1752.0,01,950.0,Assertion,nope,10377.0,Segment,0,0,0,0
15048,Kersti,Accept,1102.0,s2_practice3,sparkles,s2_practice3_01_stac_1458310630,112,1773.0,01,950.0,Assertion,yes,10378.0,Segment,0,0,0,0
15049,"Kersti, Tyrant Lord, sparkles",Offer,1103.0,s2_practice3,nelsen,s2_practice3_01_stac_1458310634,121,1805.0,01,951.0,Question,anyone got clay?,10379.0,Segment,0,0,s2_practice3_01_jhunter_1459437369637,Question_answer_pair
15050,"Kersti, Tyrant Lord, sparkles",Offer,1103.0,s2_practice3,nelsen,s2_practice3_01_stac_1458310634,121,1805.0,01,951.0,Question,anyone got clay?,10379.0,Segment,0,0,s2_practice3_01_jhunter_1459437371423,Question_answer_pair
15051,"Kersti, Tyrant Lord, sparkles",Offer,1103.0,s2_practice3,nelsen,s2_practice3_01_stac_1458310634,121,1805.0,01,951.0,Question,anyone got clay?,10379.0,Segment,0,0,s2_practice3_01_jhunter_1459437373295,Question_answer_pair
15052,nelsen,Refusal,1103.0,s2_practice3,Kersti,s2_practice3_01_stac_1458310637,122,1823.0,01,951.0,Assertion,no,10380.0,Segment,0,0,0,0
15053,nelsen,Refusal,1103.0,s2_practice3,sparkles,s2_practice3_01_stac_1458310640,123,1857.0,01,951.0,Assertion,i don't think so,10381.0,Segment,0,0,0,0
15054,nelsen,Refusal,1103.0,s2_practice3,Tyrant Lord,s2_practice3_01_stac_1458310643,124,1882.0,01,951.0,Assertion,nope,10382.0,Segment,0,0,0,0
15055,"Tyrant Lord, nelsen, sparkles",Offer,1104.0,s2_practice3,Kersti,s2_practice3_01_stac_1458310647,128,1922.0,01,952.0,Question,anyone have clay or ore?,10383.0,Segment,0,0,s2_practice3_01_jhunter_1459437459624,Question_answer_pair
15056,"Tyrant Lord, nelsen, sparkles",Offer,1104.0,s2_practice3,Kersti,s2_practice3_01_stac_1458310647,128,1922.0,01,952.0,Question,anyone have clay or ore?,10383.0,Segment,0,0,s2_practice3_01_jhunter_1459437472895,Question_answer_pair
15057,"Tyrant Lord, nelsen, sparkles",Offer,1104.0,s2_practice3,Kersti,s2_practice3_01_stac_1458310647,128,1922.0,01,952.0,Question,anyone have clay or ore?,10383.0,Segment,0,0,s2_practice3_01_jhunter_1459437474795,Question_answer_pair
15058,Kersti,Refusal,1104.0,s2_practice3,Tyrant Lord,s2_practice3_01_stac_1458310650,129,1947.0,01,952.0,Assertion,nope,10384.0,Segment,0,0,s2_practice3_01_jhunter_1459437484184,Parallel
15059,Kersti,Accept,1104.0,s2_practice3,sparkles,s2_practice3_01_stac_1458310653,130,1975.0,01,952.0,Assertion,i have ore,10385.0,Segment,0,0,s2_practice3_01_jhunter_1459437505170,Clarification_question
15060,Kersti,Refusal,1104.0,s2_practice3,nelsen,s2_practice3_01_stac_1458310656,131,2003.0,01,952.0,Assertion,nope neither,10386.0,Segment,0,0,0,0
15061,sparkles,Offer,1104.0,s2_practice3,Kersti,s2_practice3_01_stac_1458310659,132,2066.0,01,952.0,Question,sparkles would you like sheep or wheat for ore?,10387.0,Segment,0,0,s2_practice3_01_jhunter_1459437511065,Question_answer_pair
15062,Kersti,Refusal,1104.0,s2_practice3,sparkles,s2_practice3_01_stac_1458310662,133,2090.0,01,952.0,Assertion,"...no,",10388.0,Segment,0,0,s2_practice3_01_jhunter_1459437524981,Comment
15063,Kersti,Other,1104.0,s2_practice3,sparkles,s2_practice3_01_stac_1458310663,133,2096.0,01,952.0,Assertion,sorry,10388.0,Segment,0,0,0,0
15064,"Tyrant Lord, nelsen, sparkles",Offer,1105.0,s2_practice3,Kersti,s2_practice3_01_stac_1458310667,141,2133.0,01,953.0,Assertion,I have wheat or sheep,10389.0,Segment,s2_practice3_01_jhunter_1459437553742,EDU,s2_practice3_01_jhunter_1459437537378,Elaboration
15065,"Tyrant Lord, nelsen, sparkles",Offer,1105.0,s2_practice3,Kersti,s2_practice3_01_stac_1458310668,141,2166.0,01,953.0,Assertion,and would like some wood or clay,10389.0,Segment,s2_practice3_01_jhunter_1459437553742,EDU,0,0
15066,Kersti,Refusal,1105.0,s2_practice3,nelsen,s2_practice3_01_stac_1458310671,142,2192.0,01,953.0,Assertion,"no can do,",10390.0,Segment,0,0,s2_practice3_01_jhunter_1459437590220,Comment
15067,Kersti,Other,1105.0,s2_practice3,nelsen,s2_practice3_01_stac_1458310672,142,2198.0,01,953.0,Assertion,sorry,10390.0,Segment,0,0,0,0
15068,Kersti,Accept,1105.0,s2_practice3,Tyrant Lord,s2_practice3_01_stac_1458310675,143,2247.0,01,953.0,Question,i have pleny wood for sheep?,10391.0,Segment,0,0,s2_practice3_01_jhunter_1459437581326,Q_Elab
15069,Tyrant Lord,Other,1105.0,s2_practice3,Kersti,s2_practice3_01_stac_1458310678,146,2272.0,01,953.0,Assertion,Thanks :),10392.0,Segment,0,0,0,0
15070,Kersti,Other,1106.0,s2_practice3,sparkles,s2_practice3_01_stac_1458310682,153,2303.0,01,954.0,Assertion,"sorry kersti,",10393.0,Segment,0,0,s2_practice3_01_jhunter_1459437603933,Contrast
15071,Kersti,Other,1106.0,s2_practice3,sparkles,s2_practice3_01_stac_1458310683,153,2339.0,01,954.0,Assertion,you just seem to be well-positioned,10393.0,Segment,0,0,s2_practice3_01_jhunter_1459437637386,Correction
15072,"Kersti, Tyrant Lord, sparkles",Offer,1106.0,s2_practice3,nelsen,s2_practice3_01_stac_1458310686,154,2386.0,01,954.0,Question,anyone give me a clay for wood?,10394.0,Segment,0,0,s2_practice3_01_jhunter_1459437650286,Question_answer_pair
15073,"Kersti, Tyrant Lord, sparkles",Offer,1106.0,s2_practice3,nelsen,s2_practice3_01_stac_1458310686,154,2386.0,01,954.0,Question,anyone give me a clay for wood?,10394.0,Segment,0,0,s2_practice3_01_jhunter_1459437736048,Question_answer_pair
15074,sparkles,Other,1106.0,s2_practice3,Kersti,s2_practice3_01_stac_1458310689,155,2445.0,01,954.0,Assertion,not if i can;t earn anything cos of robbers,10395.0,Segment,s2_practice3_01_jhunter_1459437624509,EDU,s2_practice3_01_jhunter_1459437617815,Conditional
15075,sparkles,Other,1106.0,s2_practice3,Kersti,s2_practice3_01_stac_1458310690,155,2454.0,01,954.0,Assertion,I'm not!,10395.0,Segment,s2_practice3_01_jhunter_1459437624509,EDU,0,0
15076,nelsen,Refusal,1106.0,s2_practice3,Kersti,s2_practice3_01_stac_1458310693,156,2475.0,01,954.0,Assertion,sorry,10396.0,Segment,0,0,0,0
15077,Kersti,Other,1106.0,s2_practice3,sparkles,s2_practice3_01_stac_1458310696,157,2505.0,01,954.0,Assertion,precisely ;),10397.0,Segment,0,0,0,0
15078,nelsen,Refusal,1106.0,s2_practice3,Tyrant Lord,s2_practice3_01_stac_1458310699,158,2530.0,01,954.0,Assertion,none,10398.0,Segment,0,0,s2_practice3_01_jhunter_1459437741265,Comment
15079,nelsen,Other,1106.0,s2_practice3,Tyrant Lord,s2_practice3_01_stac_1458310700,158,2536.0,01,954.0,Assertion,sorry,10398.0,Segment,0,0,0,0
15080,"Tyrant Lord, nelsen, sparkles",Offer,1107.0,s2_practice3,Kersti,s2_practice3_01_stac_1458310704,174,2570.0,01,955.0,Question,anyone need sheep?,10399.0,Segment,s2_practice3_01_jhunter_1459437811009,EDU,s2_practice3_01_jhunter_1459437808360,Elaboration
15081,"Tyrant Lord, nelsen, sparkles",Offer,1107.0,s2_practice3,Kersti,s2_practice3_01_stac_1458310705,174,2601.0,01,955.0,Assertion,I have a large quantity of them,10399.0,Segment,s2_practice3_01_jhunter_1459437795909,EDU,s2_practice3_01_jhunter_1459437792150,Contrast
15082,"Tyrant Lord, nelsen, sparkles",Offer,1107.0,s2_practice3,Kersti,s2_practice3_01_stac_1458310706,174,2638.0,01,955.0,Assertion,and could do with wheat/wood instead,10399.0,Segment,s2_practice3_01_jhunter_1459437795909,EDU,0,0
15083,Kersti,Refusal,1107.0,s2_practice3,Tyrant Lord,s2_practice3_01_stac_1458310709,175,2661.0,01,955.0,Assertion,no,10400.0,Segment,0,0,s2_practice3_01_jhunter_1459437833455,Comment
15084,Kersti,Other,1107.0,s2_practice3,Tyrant Lord,s2_practice3_01_stac_1458310710,175,2667.0,01,955.0,Assertion,sorry,10400.0,Segment,0,0,0,0
15085,"Tyrant Lord, nelsen, sparkles",Other,1107.0,s2_practice3,Kersti,s2_practice3_01_stac_1458310713,176,2718.0,01,955.0,Assertion,it's good quality wool this season!,10401.0,Segment,0,0,0,0
15086,Kersti,Other,1107.0,s2_practice3,sparkles,s2_practice3_01_stac_1458310716,177,2752.0,01,955.0,Assertion,"i do want sheep,",10402.0,Segment,s2_practice3_01_jhunter_1459437868128,EDU,s2_practice3_01_jhunter_1459437852469,Contrast
15087,Kersti,Other,1107.0,s2_practice3,sparkles,s2_practice3_01_stac_1458310717,177,2781.0,01,955.0,Assertion,but I need all my resources.,10402.0,Segment,s2_practice3_01_jhunter_1459437868128,EDU,s2_practice3_01_jhunter_1459437861923,Contrast
15088,Kersti,Refusal,1107.0,s2_practice3,sparkles,s2_practice3_01_stac_1458310718,177,2819.0,01,955.0,Assertion,I might want to trade after I roll...,10402.0,Segment,s2_practice3_01_jhunter_1459437868128,EDU,0,0
15089,Kersti,Other,1107.0,s2_practice3,sparkles,s2_practice3_01_stac_1458310721,180,2861.0,01,955.0,Assertion,sorry for being rubbish!,10403.0,Segment,0,0,s2_practice3_01_jhunter_1459437898692,Comment
15090,Kersti,Other,1107.0,s2_practice3,sparkles,s2_practice3_01_stac_1458310721,180,2861.0,01,955.0,Assertion,sorry for being rubbish!,10403.0,Segment,0,0,s2_practice3_01_jhunter_1459437908925,Acknowledgement
15091,sparkles,Other,1107.0,s2_practice3,Kersti,s2_practice3_01_stac_1458310724,181,2881.0,01,955.0,Assertion,LOL!,10404.0,Segment,0,0,s2_practice3_01_jhunter_1459437914089,Continuation
15092,sparkles,Other,1107.0,s2_practice3,Kersti,s2_practice3_01_stac_1458310725,181,2896.0,01,955.0,Assertion,That's fine :),10404.0,Segment,0,0,0,0
15093,"Kersti, Tyrant Lord, nelsen",Offer,1108.0,s2_practice3,sparkles,s2_practice3_01_stac_1458310729,184,2955.0,01,956.0,Question,Anyone want to trade sheep/wheat for ore?,10405.0,Segment,0,0,s2_practice3_01_jhunter_1459437923253,Question_answer_pair
15094,"Kersti, Tyrant Lord, nelsen",Offer,1108.0,s2_practice3,sparkles,s2_practice3_01_stac_1458310729,184,2955.0,01,956.0,Question,Anyone want to trade sheep/wheat for ore?,10405.0,Segment,0,0,s2_practice3_01_jhunter_1459437929160,Question_answer_pair
15095,sparkles,Refusal,1108.0,s2_practice3,Tyrant Lord,s2_practice3_01_stac_1458310732,185,2990.0,01,956.0,Assertion,none of either,10406.0,Segment,0,0,s2_practice3_01_jhunter_1459437934198,Comment
15096,sparkles,Other,1108.0,s2_practice3,Tyrant Lord,s2_practice3_01_stac_1458310733,185,2996.0,01,956.0,Assertion,sorry,10406.0,Segment,0,0,0,0
15097,sparkles,Accept,1108.0,s2_practice3,nelsen,s2_practice3_01_stac_1458310736,186,3041.0,01,956.0,Assertion,I'll give you a sheep for ore,10407.0,Segment,0,0,0,0
15098,"Kersti, Tyrant Lord, nelsen",Offer,1109.0,s2_practice3,sparkles,s2_practice3_01_stac_1458310740,193,3080.0,01,957.0,Assertion,"if anyone wants wood,",10408.0,Segment,s2_practice3_01_jhunter_1459437943100,EDU,s2_practice3_01_jhunter_1459437940489,Conditional
15099,"Kersti, Tyrant Lord, nelsen",Offer,1109.0,s2_practice3,sparkles,s2_practice3_01_stac_1458310741,193,3122.0,01,957.0,Assertion,I will trade it for any other resource :/,10408.0,Segment,s2_practice3_01_jhunter_1459437943100,EDU,0,0
15100,All,Other,1109.0,s2_practice3,Kersti,s2_practice3_01_stac_1458310744,194,3166.0,01,957.0,Assertion,I've been cleaned out again!,10409.0,Segment,0,0,s2_practice3_01_jhunter_1459438044790,Comment
15101,sparkles,Accept,1109.0,s2_practice3,Tyrant Lord,s2_practice3_01_stac_1458310747,195,3204.0,01,957.0,Question,i have spare ore?,10410.0,Segment,0,0,s2_practice3_01_jhunter_1459438022883,Clarification_question
15102,sparkles,Refusal,1109.0,s2_practice3,nelsen,s2_practice3_01_stac_1458310750,196,3240.0,01,957.0,Assertion,"don't need the wood,",10411.0,Segment,0,0,s2_practice3_01_jhunter_1459438000546,Comment
15103,sparkles,Refusal,1109.0,s2_practice3,nelsen,s2_practice3_01_stac_1458310750,196,3240.0,01,957.0,Assertion,"don't need the wood,",10411.0,Segment,0,0,s2_practice3_01_jhunter_1459438007846,Acknowledgement
15104,sparkles,Other,1109.0,s2_practice3,nelsen,s2_practice3_01_stac_1458310751,196,3249.0,01,957.0,Assertion,sorry :),10411.0,Segment,0,0,0,0
15105,nelsen,Other,1109.0,s2_practice3,sparkles,s2_practice3_01_stac_1458310754,197,3271.0,01,957.0,Assertion,fair,10412.0,Segment,0,0,0,0
15106,Tyrant Lord,Accept,1109.0,s2_practice3,nelsen,s2_practice3_01_stac_1458310757,198,3316.0,01,957.0,Question,what do you want for the ore?,10413.0,Segment,0,0,s2_practice3_01_jhunter_1459438062745,Question_answer_pair
15107,Kersti,Other,1109.0,s2_practice3,sparkles,s2_practice3_01_stac_1458310760,199,3392.0,01,957.0,Assertion,"can't imagine who keeps stealing all your stuff, kersti...",10414.0,Segment,0,0,s2_practice3_01_jhunter_1459438052007,Comment
15108,nelsen,Offer,1109.0,s2_practice3,Tyrant Lord,s2_practice3_01_stac_1458310763,200,3418.0,01,957.0,Question,wood?,10415.0,Segment,0,0,s2_practice3_01_jhunter_1459438068387,Acknowledgement
15109,Tyrant Lord,Other,1109.0,s2_practice3,nelsen,s2_practice3_01_stac_1458310766,201,3437.0,01,957.0,Assertion,ooh,10416.0,Segment,0,0,0,0
15110,sparkles,Other,1109.0,s2_practice3,Kersti,s2_practice3_01_stac_1458310769,202,3477.0,01,957.0,Assertion,I'm at a loss I tell ya!,10417.0,Segment,0,0,0,0
15111,"Kersti, Tyrant Lord, nelsen",Offer,1110.0,s2_practice3,sparkles,s2_practice3_01_stac_1458310773,210,3510.0,01,958.0,Question,wood for wheat?,10418.0,Segment,0,0,s2_practice3_01_jhunter_1459438080003,Question_answer_pair
15112,"Kersti, Tyrant Lord, nelsen",Offer,1110.0,s2_practice3,sparkles,s2_practice3_01_stac_1458310773,210,3510.0,01,958.0,Question,wood for wheat?,10418.0,Segment,0,0,s2_practice3_01_jhunter_1459438086758,Elaboration
15113,"Kersti, Tyrant Lord, nelsen",Offer,1110.0,s2_practice3,sparkles,s2_practice3_01_stac_1458310773,210,3510.0,01,958.0,Question,wood for wheat?,10418.0,Segment,0,0,s2_practice3_01_jhunter_1459438090866,Question_answer_pair
15114,"Kersti, Tyrant Lord, nelsen",Offer,1110.0,s2_practice3,sparkles,s2_practice3_01_stac_1458310773,210,3510.0,01,958.0,Question,wood for wheat?,10418.0,Segment,0,0,s2_practice3_01_jhunter_1459438094593,Question_answer_pair
15115,sparkles,Refusal,1110.0,s2_practice3,Kersti,s2_practice3_01_stac_1458310776,211,3530.0,01,958.0,Assertion,nope,10419.0,Segment,0,0,0,0
15116,"Kersti, Tyrant Lord, nelsen",Offer,1110.0,s2_practice3,sparkles,s2_practice3_01_stac_1458310779,212,3563.0,01,958.0,Assertion,"(my wood, obvs)",10420.0,Segment,0,0,0,0
15117,sparkles,Refusal,1110.0,s2_practice3,Tyrant Lord,s2_practice3_01_stac_1458310782,213,3588.0,01,958.0,Assertion,none,10421.0,Segment,0,0,0,0
15118,sparkles,Other,1110.0,s2_practice3,nelsen,s2_practice3_01_stac_1458310785,214,3609.0,01,958.0,Assertion,sorry,10422.0,Segment,0,0,0,0
15119,"Kersti, Tyrant Lord, sparkles",Offer,1111.0,s2_practice3,nelsen,s2_practice3_01_stac_1458310789,223,3643.0,01,959.0,Question,anyone got an ore?,10423.0,Segment,s2_practice3_01_jhunter_1459438104751,EDU,s2_practice3_01_jhunter_1459438102748,Elaboration
15120,"Kersti, Tyrant Lord, sparkles",Offer,1111.0,s2_practice3,nelsen,s2_practice3_01_stac_1458310790,223,3675.0,01,959.0,Assertion,I can give anything except clay,10423.0,Segment,s2_practice3_01_jhunter_1459438104751,EDU,0,0
15121,nelsen,Refusal,1111.0,s2_practice3,Kersti,s2_practice3_01_stac_1458310793,224,3695.0,01,959.0,Assertion,nope,10424.0,Segment,0,0,0,0
15122,nelsen,Accept,1111.0,s2_practice3,Tyrant Lord,s2_practice3_01_stac_1458310796,225,3730.0,01,959.0,Question,ore fro sheep?,10425.0,Segment,0,0,s2_practice3_01_jhunter_1459438139805,Acknowledgement
15123,nelsen,Refusal,1111.0,s2_practice3,sparkles,s2_practice3_01_stac_1458310799,226,3752.0,01,959.0,Assertion,nope,10426.0,Segment,0,0,0,0
15124,Tyrant Lord,Accept,1111.0,s2_practice3,nelsen,s2_practice3_01_stac_1458310802,230,3777.0,01,959.0,Assertion,thanks :),10427.0,Segment,0,0,0,0
15125,"Kersti, nelsen, sparkles",Offer,1112.0,s2_practice3,Tyrant Lord,s2_practice3_01_stac_1458310806,255,3830.0,01,960.0,Question,anyone want ore for their wheat?,10428.0,Segment,0,0,s2_practice3_01_jhunter_1459438147881,Question_answer_pair
15126,"Kersti, nelsen, sparkles",Offer,1112.0,s2_practice3,Tyrant Lord,s2_practice3_01_stac_1458310806,255,3830.0,01,960.0,Question,anyone want ore for their wheat?,10428.0,Segment,0,0,s2_practice3_01_jhunter_1459438149852,Question_answer_pair
15127,Tyrant Lord,Accept,1112.0,s2_practice3,Kersti,s2_practice3_01_stac_1458310809,256,3850.0,01,960.0,Assertion,sure,10429.0,Segment,0,0,0,0
15128,Tyrant Lord,Refusal,1112.0,s2_practice3,sparkles,s2_practice3_01_stac_1458310812,257,3876.0,01,960.0,Assertion,no wheat,10430.0,Segment,0,0,0,0
15129,"Kersti, Tyrant Lord, sparkles",Offer,1113.0,s2_practice3,nelsen,s2_practice3_01_stac_1458310816,262,3927.0,01,961.0,Question,will anyone give me wheat for wood?,10431.0,Segment,0,0,s2_practice3_01_jhunter_1459438153009,Question_answer_pair
15130,"Kersti, Tyrant Lord, sparkles",Offer,1113.0,s2_practice3,nelsen,s2_practice3_01_stac_1458310816,262,3927.0,01,961.0,Question,will anyone give me wheat for wood?,10431.0,Segment,0,0,s2_practice3_01_jhunter_1459438154664,Question_answer_pair
15131,nelsen,Accept,1113.0,s2_practice3,Kersti,s2_practice3_01_stac_1458310819,263,3946.0,01,961.0,Assertion,yep,10432.0,Segment,0,0,0,0
15132,nelsen,Refusal,1113.0,s2_practice3,sparkles,s2_practice3_01_stac_1458310822,264,3968.0,01,961.0,Assertion,nope,10433.0,Segment,0,0,s2_practice3_01_jhunter_1459438167972,Comment
15133,sparkles,Other,1113.0,s2_practice3,nelsen,s2_practice3_01_stac_1458310825,268,3990.0,01,961.0,Assertion,"Sorry,",10434.0,Segment,0,0,s2_practice3_01_jhunter_1459438163127,Explanation
15134,sparkles,Other,1113.0,s2_practice3,nelsen,s2_practice3_01_stac_1458310826,268,4003.0,01,961.0,Assertion,wrong player,10434.0,Segment,0,0,0,0
