,addressee,dialogue_act,dialogue_num,doc,emitter,global_id,original_turn_number,span_end,subdoc,superdoc_num,surface_act,text,turn_id,type,parent_schema_id,schema_composition,incoming_relation_id,relation_type
12397,dmm,Other,1035.0,s2_leagueM_game3,inca,s2_leagueM_game3_05_stac_1412670485,392,1267.0,05,888.0,Assertion,just for that remark,9803.0,Segment,0,0,s2_leagueM_game3_05_asoubeille_1413460060843,Elaboration
12398,inca,Other,1035.0,s2_leagueM_game3,gotwood4sheep,s2_leagueM_game3_05_stac_1412670488,393,1294.0,05,888.0,Assertion,haha,9804.0,Segment,0,0,s2_leagueM_game3_05_asoubeille_1413460073765,Comment
12399,inca,Other,1035.0,s2_leagueM_game3,dmm,s2_leagueM_game3_05_stac_1412670491,394,1325.0,05,888.0,Assertion,i expected no less,9805.0,Segment,0,0,s2_leagueM_game3_05_asoubeille_1413460100671,Comment
12400,dmm,Other,1035.0,s2_leagueM_game3,gotwood4sheep,s2_leagueM_game3_05_stac_1412670494,395,1373.0,05,888.0,Assertion,dmm you're the top threat,9806.0,Segment,0,0,s2_leagueM_game3_05_asoubeille_1413460115812,Correction
12401,dmm,Other,1035.0,s2_leagueM_game3,gotwood4sheep,s2_leagueM_game3_05_stac_1412670497,397,1447.0,05,888.0,Assertion,you're a coupla roads and a soldier from victory :/,9807.0,Segment,0,0,s2_leagueM_game3_05_asoubeille_1413460128968,Explanation
12402,ljaybrad123,Other,1035.0,s2_leagueM_game3,gotwood4sheep,s2_leagueM_game3_05_stac_1412670501,401,1527.0,05,888.0,Assertion,http://www.catan.com/en/download/?SoC_rv_Rules_091907.pdf,9808.0,Segment,s2_leagueM_game3_05_asoubeille_1413460520843,EDU,0,0
12403,gotwood4sheep,Other,1035.0,s2_leagueM_game3,dmm,s2_leagueM_game3_05_stac_1412670504,402,1546.0,05,888.0,Assertion,ah yes,9809.0,Segment,0,0,s2_leagueM_game3_05_asoubeille_1413460577203,Acknowledgement
12404,gotwood4sheep,Other,1035.0,s2_leagueM_game3,dmm,s2_leagueM_game3_05_stac_1412670505,402,1601.0,05,888.0,Assertion,but i can hardly put the robber next to one of my own!,9809.0,Segment,0,0,s2_leagueM_game3_05_asoubeille_1413460589906,Contrast
12405,ljaybrad123,Other,1035.0,s2_leagueM_game3,gotwood4sheep,s2_leagueM_game3_05_stac_1412670508,403,1633.0,05,888.0,Assertion,page 9 LJ,9810.0,Segment,s2_leagueM_game3_05_asoubeille_1413460520843,EDU,s2_leagueM_game3_05_asoubeille_1413460492343,Elaboration
12406,ljaybrad123,Other,1035.0,s2_leagueM_game3,gotwood4sheep,s2_leagueM_game3_05_stac_1412670511,404,1739.0,05,888.0,Assertion,"""you can break an opponent's road by building a settlement on an open intersection""",9811.0,Segment,s2_leagueM_game3_05_asoubeille_1413460520843,EDU,s2_leagueM_game3_05_asoubeille_1413460501828,Elaboration
12407,ljaybrad123,Other,1035.0,s2_leagueM_game3,gotwood4sheep,s2_leagueM_game3_05_stac_1412670514,405,1786.0,05,888.0,Assertion,afraid catan has sunk ya,9812.0,Segment,0,0,s2_leagueM_game3_05_asoubeille_1413460533968,Comment
12408,"dmm, gotwood4sheep, inca",Offer,1035.0,s2_leagueM_game3,ljaybrad123,s2_leagueM_game3_05_stac_1412670517,406,1833.0,05,888.0,Question,anyone have wheat or clay?,9813.0,Segment,0,0,0,0
12409,ljaybrad123,Counteroffer,1035.0,s2_leagueM_game3,gotwood4sheep,s2_leagueM_game3_05_stac_1412670520,407,1866.0,05,888.0,Assertion,i got clay,9814.0,Segment,0,0,s2_leagueM_game3_05_asoubeille_1413460614796,Question_answer_pair
12410,gotwood4sheep,Offer,1035.0,s2_leagueM_game3,ljaybrad123,s2_leagueM_game3_05_stac_1412670523,408,1895.0,05,888.0,Question,for ore?,9815.0,Segment,0,0,s2_leagueM_game3_05_asoubeille_1413460625828,Q_Elab
12411,Please choose...,Refusal,1035.0,s2_leagueM_game3,gotwood4sheep,s2_leagueM_game3_05_stacutil_1459946819,409,1929.0,05,888.0,Please choose...,"afraid not,",9816.0,Segment,s2_leagueM_game3_05_stacutil_1459946821,EDU,0,0
12412,ljaybrad123,Refusal,1035.0,s2_leagueM_game3,gotwood4sheep,s2_leagueM_game3_05_stacutil_1459946820,409,1939.0,05,888.0,Assertion,wood only,9816.0,Segment,s2_leagueM_game3_05_stacutil_1459946821,EDU,s2_leagueM_game3_05_jhunter_1459944547938,Elaboration
12413,ljaybrad123,Refusal,1035.0,s2_leagueM_game3,inca,s2_leagueM_game3_05_stac_1412670529,410,1966.0,05,888.0,Assertion,"neither here,",9817.0,Segment,0,0,s2_leagueM_game3_05_asoubeille_1413460738296,Question_answer_pair
12414,ljaybrad123,Other,1035.0,s2_leagueM_game3,inca,s2_leagueM_game3_05_stac_1412670530,410,1972.0,05,888.0,Assertion,sorry,9817.0,Segment,0,0,s2_leagueM_game3_05_asoubeille_1413460653421,Comment
12415,ljaybrad123,Refusal,1035.0,s2_leagueM_game3,dmm,s2_leagueM_game3_05_stac_1412670533,411,1994.0,05,888.0,Assertion,"no wheat,",9818.0,Segment,s2_leagueM_game3_05_asoubeille_1413460869765,EDU,0,0
12416,ljaybrad123,Refusal,1035.0,s2_leagueM_game3,dmm,s2_leagueM_game3_05_stac_1412670534,411,2021.0,05,888.0,Assertion,and i think i need my clay,9818.0,Segment,s2_leagueM_game3_05_asoubeille_1413460869765,EDU,s2_leagueM_game3_05_asoubeille_1413460764515,Continuation
12417,ljaybrad123,Other,1035.0,s2_leagueM_game3,dmm,s2_leagueM_game3_05_stac_1412670537,412,2042.0,05,888.0,Assertion,sorry :/,9819.0,Segment,0,0,s2_leagueM_game3_05_asoubeille_1413460913718,Comment
12418,"gotwood4sheep, inca, ljaybrad123",Offer,1036.0,s2_leagueM_game3,dmm,s2_leagueM_game3_06_stac_1412670366,419,37.0,06,889.0,Question,does anybody have wheat?,9820.0,Segment,0,0,0,0
12419,dmm,Refusal,1036.0,s2_leagueM_game3,inca,s2_leagueM_game3_06_stac_1412670369,420,58.0,06,889.0,Assertion,"not me,",9821.0,Segment,0,0,s2_leagueM_game3_06_asoubeille_1413467428953,Question_answer_pair
12420,dmm,Other,1036.0,s2_leagueM_game3,inca,s2_leagueM_game3_06_stac_1412670370,420,64.0,06,889.0,Assertion,sorry,9821.0,Segment,0,0,s2_leagueM_game3_06_asoubeille_1413467395437,Comment
12421,dmm,Refusal,1036.0,s2_leagueM_game3,gotwood4sheep,s2_leagueM_game3_06_stac_1412670373,421,92.0,06,889.0,Assertion,"nope,",9822.0,Segment,s2_leagueM_game3_06_asoubeille_1413467459656,EDU,0,0
12422,dmm,Refusal,1036.0,s2_leagueM_game3,gotwood4sheep,s2_leagueM_game3_06_stac_1412670374,421,97.0,06,889.0,Assertion,nada,9822.0,Segment,s2_leagueM_game3_06_asoubeille_1413467459656,EDU,s2_leagueM_game3_06_asoubeille_1413467450656,Elaboration
12423,"gotwood4sheep, inca, ljaybrad123",Offer,1036.0,s2_leagueM_game3,dmm,s2_leagueM_game3_06_stac_1412670377,422,147.0,06,889.0,Assertion,"i can give a sheep, or maaaybe a clay",9823.0,Segment,0,0,s2_leagueM_game3_06_asoubeille_1413467487015,Elaboration
12424,dmm,Refusal,1036.0,s2_leagueM_game3,ljaybrad123,s2_leagueM_game3_06_stac_1412670380,423,172.0,06,889.0,Assertion,nope,9824.0,Segment,0,0,s2_leagueM_game3_06_asoubeille_1413467503953,Question_answer_pair
12425,dmm,Refusal,1036.0,s2_leagueM_game3,ljaybrad123,s2_leagueM_game3_06_stac_1412670380,423,172.0,06,889.0,Assertion,nope,9824.0,Segment,0,0,s2_leagueM_game3_06_asoubeille_1413469313687,Question_answer_pair
12426,dmm,Other,1036.0,s2_leagueM_game3,gotwood4sheep,s2_leagueM_game3_06_stac_1412670383,424,217.0,06,889.0,Assertion,like a sheep's maaaaaa,9825.0,Segment,0,0,s2_leagueM_game3_06_asoubeille_1413467538406,Comment
12427,dmm,Other,1036.0,s2_leagueM_game3,gotwood4sheep,s2_leagueM_game3_06_stac_1412670386,425,243.0,06,889.0,Assertion,lol,9826.0,Segment,0,0,s2_leagueM_game3_06_asoubeille_1413467567531,Comment
12428,gotwood4sheep,Other,1036.0,s2_leagueM_game3,inca,s2_leagueM_game3_06_stac_1412670389,426,261.0,06,889.0,Assertion,haha,9827.0,Segment,0,0,s2_leagueM_game3_06_asoubeille_1413467583046,Comment
12429,"dmm, gotwood4sheep, inca",Offer,1037.0,s2_leagueM_game3,ljaybrad123,s2_leagueM_game3_06_stac_1412670393,433,298.0,06,890.0,Question,anyone have ore?,9828.0,Segment,0,0,0,0
12430,ljaybrad123,Counteroffer,1037.0,s2_leagueM_game3,gotwood4sheep,s2_leagueM_game3_06_stac_1412670396,434,324.0,06,890.0,Assertion,one,9829.0,Segment,0,0,s2_leagueM_game3_06_asoubeille_1413467603640,Question_answer_pair
12431,gotwood4sheep,Offer,1037.0,s2_leagueM_game3,ljaybrad123,s2_leagueM_game3_06_stac_1412670399,435,357.0,06,890.0,Request,id need two#,9830.0,Segment,0,0,s2_leagueM_game3_06_asoubeille_1413467620953,Contrast
12432,ljaybrad123,Refusal,1037.0,s2_leagueM_game3,gotwood4sheep,s2_leagueM_game3_06_stac_1412670402,436,386.0,06,890.0,Assertion,"sorry,",9831.0,Segment,s2_leagueM_game3_06_asoubeille_1413467661453,EDU,s2_leagueM_game3_06_asoubeille_1413467647828,Elaboration
12433,ljaybrad123,Counteroffer,1037.0,s2_leagueM_game3,gotwood4sheep,s2_leagueM_game3_06_stac_1412670403,436,404.0,06,890.0,Assertion,have just the one,9831.0,Segment,s2_leagueM_game3_06_asoubeille_1413467661453,EDU,0,0
12434,ljaybrad123,Refusal,1037.0,s2_leagueM_game3,inca,s2_leagueM_game3_06_stac_1412670406,437,424.0,06,890.0,Assertion,"sorry,",9832.0,Segment,s2_leagueM_game3_06_asoubeille_1413467709781,EDU,s2_leagueM_game3_06_asoubeille_1413467696671,Comment
12435,ljaybrad123,Counteroffer,1037.0,s2_leagueM_game3,inca,s2_leagueM_game3_06_stac_1412670407,437,441.0,06,890.0,Assertion,i've got one too,9832.0,Segment,s2_leagueM_game3_06_asoubeille_1413467709781,EDU,0,0
12436,ljaybrad123,Other,1037.0,s2_leagueM_game3,gotwood4sheep,s2_leagueM_game3_06_stac_1412670410,438,483.0,06,890.0,Assertion,may get you started,9833.0,Segment,0,0,s2_leagueM_game3_06_asoubeille_1413467807000,Contrast
12437,gotwood4sheep,Accept,1037.0,s2_leagueM_game3,ljaybrad123,s2_leagueM_game3_06_stac_1412670413,439,511.0,06,890.0,Assertion,yeah...,9834.0,Segment,0,0,s2_leagueM_game3_06_asoubeille_1413467839625,Acknowledgement
12438,gotwood4sheep,Counteroffer,1037.0,s2_leagueM_game3,ljaybrad123,s2_leagueM_game3_06_stac_1412670414,439,528.0,06,890.0,Question,one for a sheep?,9834.0,Segment,0,0,s2_leagueM_game3_06_asoubeille_1413468173859,Q_Elab
12439,gotwood4sheep,Counteroffer,1037.0,s2_leagueM_game3,ljaybrad123,s2_leagueM_game3_06_stac_1412670414,439,528.0,06,890.0,Question,one for a sheep?,9834.0,Segment,0,0,s2_leagueM_game3_06_asoubeille_1413469386453,Result
12440,ljaybrad123,Refusal,1037.0,s2_leagueM_game3,gotwood4sheep,s2_leagueM_game3_06_stac_1412670417,440,575.0,06,890.0,Assertion,"i'll swap mine for wood,",9835.0,Segment,0,0,s2_leagueM_game3_06_asoubeille_1413468194859,Question_answer_pair
12441,ljaybrad123,Other,1037.0,s2_leagueM_game3,gotwood4sheep,s2_leagueM_game3_06_stac_1412670418,440,595.0,06,890.0,Request,see what inca wants,9835.0,Segment,0,0,s2_leagueM_game3_06_asoubeille_1413468206890,Result
12442,gotwood4sheep,Offer,1037.0,s2_leagueM_game3,ljaybrad123,s2_leagueM_game3_06_stac_1412670421,441,627.0,06,890.0,Assertion,i need wood,9836.0,Segment,0,0,s2_leagueM_game3_06_asoubeille_1413468224203,Contrast
12443,ljaybrad123,Other,1037.0,s2_leagueM_game3,gotwood4sheep,s2_leagueM_game3_06_stac_1412670424,442,684.0,06,890.0,Question,then why are you asking for ore :D,9837.0,Segment,0,0,s2_leagueM_game3_06_asoubeille_1413468235687,Clarification_question
12444,ljaybrad123,Counteroffer,1037.0,s2_leagueM_game3,dmm,s2_leagueM_game3_06_stac_1412670427,443,716.0,06,890.0,Question,what can you offer?,9838.0,Segment,0,0,s2_leagueM_game3_06_asoubeille_1413468400906,Q_Elab
12445,ljaybrad123,Counteroffer,1037.0,s2_leagueM_game3,dmm,s2_leagueM_game3_06_stac_1412670428,443,735.0,06,890.0,Assertion,i have one as well,9838.0,Segment,0,0,s2_leagueM_game3_06_asoubeille_1413468440609,Parallel
12446,ljaybrad123,Counteroffer,1037.0,s2_leagueM_game3,dmm,s2_leagueM_game3_06_stac_1412670428,443,735.0,06,890.0,Assertion,i have one as well,9838.0,Segment,0,0,s2_leagueM_game3_06_asoubeille_1413468459015,Parallel
12447,ljaybrad123,Counteroffer,1037.0,s2_leagueM_game3,dmm,s2_leagueM_game3_06_stac_1412670428,443,735.0,06,890.0,Assertion,i have one as well,9838.0,Segment,0,0,s2_leagueM_game3_06_asoubeille_1413468471031,Explanation
12448,gotwood4sheep,Other,1037.0,s2_leagueM_game3,ljaybrad123,s2_leagueM_game3_06_stac_1412670431,444,779.0,06,890.0,Request,because i also need ore,9839.0,Segment,0,0,s2_leagueM_game3_06_asoubeille_1413468498234,Question_answer_pair
12449,ljaybrad123,Other,1037.0,s2_leagueM_game3,gotwood4sheep,s2_leagueM_game3_06_stac_1412670434,445,811.0,06,890.0,Assertion,ah haaaaa,9840.0,Segment,0,0,s2_leagueM_game3_06_asoubeille_1413468514281,Acknowledgement
12450,dmm,Offer,1037.0,s2_leagueM_game3,ljaybrad123,s2_leagueM_game3_06_stac_1412670437,446,851.0,06,890.0,Assertion,i can offer a sheep,9841.0,Segment,0,0,s2_leagueM_game3_06_asoubeille_1413468528609,Question_answer_pair
12451,ljaybrad123,Counteroffer,1037.0,s2_leagueM_game3,inca,s2_leagueM_game3_06_stac_1412670440,447,893.0,06,890.0,Assertion,i'll take a sheep for an ore,9842.0,Segment,0,0,s2_leagueM_game3_06_asoubeille_1413468608796,Acknowledgement
12452,ljaybrad123,Refusal,1037.0,s2_leagueM_game3,dmm,s2_leagueM_game3_06_stac_1412670443,449,949.0,06,890.0,Assertion,i think i need ore more than sheep jsut now,9843.0,Segment,0,0,s2_leagueM_game3_06_asoubeille_1413468661921,Question_answer_pair
12453,dmm,Other,1037.0,s2_leagueM_game3,gotwood4sheep,s2_leagueM_game3_06_stac_1412670446,451,1021.0,06,890.0,Assertion,lol you got nowhere else to build a settlement :D,9844.0,Segment,s2_leagueM_game3_06_asoubeille_1413468711875,EDU,0,0
12454,dmm,Other,1037.0,s2_leagueM_game3,gotwood4sheep,s2_leagueM_game3_06_stac_1412670449,453,1070.0,06,890.0,Assertion,the middle of catan is red,9845.0,Segment,s2_leagueM_game3_06_asoubeille_1413468711875,EDU,s2_leagueM_game3_06_asoubeille_1413468685687,Explanation
12455,gotwood4sheep,Other,1037.0,s2_leagueM_game3,ljaybrad123,s2_leagueM_game3_06_stac_1412670453,457,1129.0,06,890.0,Assertion,i know that... sice someone cut me off,9846.0,Segment,0,0,s2_leagueM_game3_06_asoubeille_1413468754515,Explanation
12456,ljaybrad123,Other,1037.0,s2_leagueM_game3,gotwood4sheep,s2_leagueM_game3_06_stac_1412670457,459,1156.0,06,890.0,Assertion,ouch,9847.0,Segment,0,0,s2_leagueM_game3_06_asoubeille_1413468765109,Comment
12457,ljaybrad123,Other,1037.0,s2_leagueM_game3,gotwood4sheep,s2_leagueM_game3_06_stac_1412670460,460,1216.0,06,890.0,Assertion,i meant dmm has nowhere else to build,9848.0,Segment,s2_leagueM_game3_06_asoubeille_1413468821843,EDU,0,0
12458,ljaybrad123,Other,1037.0,s2_leagueM_game3,gotwood4sheep,s2_leagueM_game3_06_stac_1412670463,461,1267.0,06,890.0,Assertion,he's colonised the heartland,9849.0,Segment,s2_leagueM_game3_06_asoubeille_1413468821843,EDU,s2_leagueM_game3_06_asoubeille_1413468811156,Explanation
12459,"dmm, gotwood4sheep, ljaybrad123",Other,1037.0,s2_leagueM_game3,inca,s2_leagueM_game3_06_stac_1412670466,463,1286.0,06,890.0,Assertion,uh oh,9850.0,Segment,0,0,s2_leagueM_game3_06_asoubeille_1413468844421,Comment
12460,"dmm, inca, ljaybrad123",Other,1037.0,s2_leagueM_game3,gotwood4sheep,s2_leagueM_game3_06_stac_1412670470,466,1318.0,06,890.0,Assertion,yup uh oh,9851.0,Segment,0,0,s2_leagueM_game3_06_asoubeille_1413468858421,Acknowledgement
12461,gotwood4sheep,Other,1037.0,s2_leagueM_game3,dmm,s2_leagueM_game3_06_stac_1412670473,467,1402.0,06,890.0,Assertion,i thought you might feel better about me stealing from you this time ;),9852.0,Segment,0,0,s2_leagueM_game3_06_asoubeille_1413469643875,Comment
12462,"dmm, inca, ljaybrad123",Offer,1037.0,s2_leagueM_game3,gotwood4sheep,s2_leagueM_game3_06_stac_1412670476,468,1443.0,06,890.0,Question,anyone got a wood?,9853.0,Segment,0,0,0,0
12463,dmm,Other,1037.0,s2_leagueM_game3,inca,s2_leagueM_game3_06_stac_1412670479,469,1461.0,06,890.0,Assertion,haha,9854.0,Segment,0,0,s2_leagueM_game3_06_asoubeille_1413469573781,Comment
12464,"dmm, inca, ljaybrad123",Other,1037.0,s2_leagueM_game3,gotwood4sheep,s2_leagueM_game3_06_stac_1412670482,470,1520.0,06,890.0,Assertion,i may need it to keep the game alive,9855.0,Segment,0,0,s2_leagueM_game3_06_asoubeille_1413468918453,Explanation
12465,gotwood4sheep,Refusal,1037.0,s2_leagueM_game3,inca,s2_leagueM_game3_06_stac_1412670485,471,1551.0,06,890.0,Assertion,"i've not got one,",9856.0,Segment,0,0,s2_leagueM_game3_06_asoubeille_1413468969562,Question_answer_pair
12466,gotwood4sheep,Refusal,1037.0,s2_leagueM_game3,inca,s2_leagueM_game3_06_stac_1412670486,471,1557.0,06,890.0,Assertion,sorry,9856.0,Segment,0,0,s2_leagueM_game3_06_asoubeille_1413468952203,Comment
12467,"dmm, gotwood4sheep, ljaybrad123",Offer,1037.0,s2_leagueM_game3,inca,s2_leagueM_game3_06_stac_1412670489,472,1600.0,06,890.0,Question,does anyone have spare wheat?,9857.0,Segment,0,0,0,0
12468,inca,Refusal,1037.0,s2_leagueM_game3,ljaybrad123,s2_leagueM_game3_06_stac_1412670492,473,1625.0,06,890.0,Assertion,nope,9858.0,Segment,0,0,s2_leagueM_game3_06_asoubeille_1413469024937,Question_answer_pair
12469,inca,Refusal,1037.0,s2_leagueM_game3,gotwood4sheep,s2_leagueM_game3_06_stac_1412670495,474,1664.0,06,890.0,Assertion,"i'm outta wheat,",9859.0,Segment,0,0,s2_leagueM_game3_06_asoubeille_1413469062625,Question_answer_pair
12470,inca,Other,1037.0,s2_leagueM_game3,gotwood4sheep,s2_leagueM_game3_06_stac_1412670496,474,1670.0,06,890.0,Assertion,sorry,9859.0,Segment,0,0,s2_leagueM_game3_06_asoubeille_1413469033734,Comment
12471,"dmm, gotwood4sheep, inca",Offer,1038.0,s2_leagueM_game3,ljaybrad123,s2_leagueM_game3_06_stac_1412670500,478,1708.0,06,891.0,Question,anyone have clay?,9860.0,Segment,0,0,0,0
12472,ljaybrad123,Refusal,1038.0,s2_leagueM_game3,dmm,s2_leagueM_game3_06_stac_1412670503,479,1725.0,06,891.0,Assertion,nope,9861.0,Segment,0,0,s2_leagueM_game3_06_asoubeille_1413469076250,Question_answer_pair
12473,ljaybrad123,Refusal,1038.0,s2_leagueM_game3,inca,s2_leagueM_game3_06_stac_1412670506,480,1749.0,06,891.0,Assertion,"need mine,",9862.0,Segment,s2_leagueM_game3_06_asoubeille_1413469090125,EDU,0,0
12474,ljaybrad123,Other,1038.0,s2_leagueM_game3,inca,s2_leagueM_game3_06_stac_1412670507,480,1755.0,06,891.0,Assertion,sorry,9862.0,Segment,s2_leagueM_game3_06_asoubeille_1413469090125,EDU,s2_leagueM_game3_06_asoubeille_1413469083390,Result
12475,ljaybrad123,Refusal,1038.0,s2_leagueM_game3,gotwood4sheep,s2_leagueM_game3_06_stac_1412670510,481,1784.0,06,891.0,Assertion,"sorry,",9863.0,Segment,0,0,s2_leagueM_game3_06_asoubeille_1413469107625,Comment
12476,ljaybrad123,Refusal,1038.0,s2_leagueM_game3,gotwood4sheep,s2_leagueM_game3_06_stac_1412670511,481,1789.0,06,891.0,Assertion,nope,9863.0,Segment,0,0,s2_leagueM_game3_06_asoubeille_1413469121640,Question_answer_pair
12477,"gotwood4sheep, inca, ljaybrad123",Refusal,1038.0,s2_leagueM_game3,dmm,s2_leagueM_game3_06_stac_1412670514,482,1842.0,06,891.0,Assertion,i'm pretty short on everything right now,9864.0,Segment,0,0,s2_leagueM_game3_06_asoubeille_1413469135234,Elaboration
12478,ljaybrad123,Other,1038.0,s2_leagueM_game3,gotwood4sheep,s2_leagueM_game3_06_stac_1412670517,483,1909.0,06,891.0,Assertion,i need it in case duncan's card is a soldier,9865.0,Segment,0,0,s2_leagueM_game3_06_asoubeille_1413469150984,Explanation
12479,"gotwood4sheep, inca, ljaybrad123",Other,1038.0,s2_leagueM_game3,dmm,s2_leagueM_game3_06_stac_1412670520,484,1947.0,06,891.0,Assertion,luckily for everyone else,9866.0,Segment,0,0,s2_leagueM_game3_06_asoubeille_1413469167375,Comment
12480,ljaybrad123,Other,1038.0,s2_leagueM_game3,gotwood4sheep,s2_leagueM_game3_06_stac_1412670523,486,2002.0,06,891.0,Assertion,and i have to get another wood :,9867.0,Segment,s2_leagueM_game3_06_asoubeille_1413469223359,EDU,0,0
12481,ljaybrad123,Other,1038.0,s2_leagueM_game3,gotwood4sheep,s2_leagueM_game3_06_stac_1412670526,488,2056.0,06,891.0,Assertion,or it's game over on dmm's roll,9868.0,Segment,s2_leagueM_game3_06_asoubeille_1413469223359,EDU,s2_leagueM_game3_06_asoubeille_1413469202140,Alternation
12482,"dmm, gotwood4sheep, inca",Other,1038.0,s2_leagueM_game3,ljaybrad123,s2_leagueM_game3_06_stac_1412670529,489,2126.0,06,891.0,Assertion,i need another clay and mood to take road back...,9869.0,Segment,0,0,s2_leagueM_game3_06_asoubeille_1413469251343,Explanation
12483,ljaybrad123,Other,1038.0,s2_leagueM_game3,gotwood4sheep,s2_leagueM_game3_06_stac_1412670532,490,2154.0,06,891.0,Assertion,argh!,9870.0,Segment,0,0,s2_leagueM_game3_06_asoubeille_1413469266109,Comment
12484,ljaybrad123,Other,1039.0,s2_leagueM_game3,gotwood4sheep,s2_leagueM_game3_07_stac_1493393898,493,70.0,07,891.0,Assertion,you shouldn't have passed the dice so quick...!,9871.0,Segment,0,0,0,0
12485,ljaybrad123,Other,1039.0,s2_leagueM_game3,gotwood4sheep,s2_leagueM_game3_07_stac_1493393901,494,110.0,07,891.0,Assertion,"well I pass then,",9872.0,Segment,0,0,s2_leagueM_game3_07_asoubeille_1413534385546,Result
12486,?,Other,1039.0,s2_leagueM_game3,gotwood4sheep,s2_leagueM_game3_07_stacutil_1459941970,494,130.0,07,891.0,Assertion,if that's a soldier,9872.0,Segment,s2_leagueM_game3_07_asoubeille_1413534578484,EDU,0,0
12487,dmm,Other,1039.0,s2_leagueM_game3,gotwood4sheep,s2_leagueM_game3_07_stacutil_1459941971,494,146.0,07,891.0,Assertion,well played dmm,9872.0,Segment,s2_leagueM_game3_07_asoubeille_1413534578484,EDU,s2_leagueM_game3_07_jhunter_1459941137004,Conditional
12488,dmm,Other,1039.0,s2_leagueM_game3,gotwood4sheep,s2_leagueM_game3_07_stac_1493393904,495,182.0,07,891.0,Assertion,you reamed us,9873.0,Segment,s2_leagueM_game3_07_asoubeille_1413534578484,EDU,s2_leagueM_game3_07_asoubeille_1413534522421,Elaboration
12489,gotwood4sheep,Other,1039.0,s2_leagueM_game3,dmm,s2_leagueM_game3_07_stac_1493393908,498,214.0,07,891.0,Assertion,it's your lucky day,9874.0,Segment,0,0,s2_leagueM_game3_07_asoubeille_1413534586859,Comment
12490,dmm,Other,1039.0,s2_leagueM_game3,gotwood4sheep,s2_leagueM_game3_07_stac_1493393911,499,240.0,07,891.0,Assertion,ahh,9875.0,Segment,0,0,s2_leagueM_game3_07_asoubeille_1413534597234,Comment
12491,All,Other,1039.0,s2_leagueM_game3,gotwood4sheep,s2_leagueM_game3_07_stac_1493393914,500,276.0,07,891.0,Assertion,one more roll,9876.0,Segment,0,0,s2_leagueM_game3_07_asoubeille_1413543813734,Result
12492,"gotwood4sheep, inca, ljaybrad123",Offer,1039.0,s2_leagueM_game3,dmm,s2_leagueM_game3_07_stacutil_1414427542,501,315.0,07,891.0,Question,does anybody have wood? :P,9877.0,Segment,0,0,s2_leagueM_game3_07_nasher_1441279127437,Continuation
12493,dmm,Refusal,1039.0,s2_leagueM_game3,gotwood4sheep,s2_leagueM_game3_07_stac_1493393919,502,341.0,07,891.0,Assertion,lol,9878.0,Segment,0,0,s2_leagueM_game3_07_asoubeille_1413540603171,Question_answer_pair
12494,dmm,Refusal,1039.0,s2_leagueM_game3,ljaybrad123,s2_leagueM_game3_07_stac_1493393922,503,366.0,07,891.0,Assertion,nope,9879.0,Segment,0,0,s2_leagueM_game3_07_asoubeille_1413540614578,Question_answer_pair
12495,dmm,Refusal,1039.0,s2_leagueM_game3,inca,s2_leagueM_game3_07_stac_1493393925,504,391.0,07,891.0,Assertion,wish i did!,9880.0,Segment,0,0,s2_leagueM_game3_07_asoubeille_1413540622781,Question_answer_pair
12496,"gotwood4sheep, inca, ljaybrad123",Other,1039.0,s2_leagueM_game3,dmm,s2_leagueM_game3_07_stac_1493393928,505,438.0,07,891.0,Assertion,nah i didn't think that would work,9881.0,Segment,0,0,s2_leagueM_game3_07_asoubeille_1413540634265,Acknowledgement
12497,"gotwood4sheep, inca, ljaybrad123",Other,1039.0,s2_leagueM_game3,dmm,s2_leagueM_game3_07_stac_1493393928,505,438.0,07,891.0,Assertion,nah i didn't think that would work,9881.0,Segment,0,0,s2_leagueM_game3_07_asoubeille_1413540650234,Acknowledgement
12498,"gotwood4sheep, inca, ljaybrad123",Other,1039.0,s2_leagueM_game3,dmm,s2_leagueM_game3_07_stac_1493393928,505,438.0,07,891.0,Assertion,nah i didn't think that would work,9881.0,Segment,0,0,s2_leagueM_game3_07_nasher_1441279192972,Acknowledgement
12499,All,Other,1040.0,s2_leagueM_game3,gotwood4sheep,s2_leagueM_game3_07_stac_1412670404,508,472.0,07,892.0,Assertion,8s arrrrrgh,9882.0,Segment,s2_leagueM_game3_07_asoubeille_1413540680500,EDU,0,0
12500,All,Other,1040.0,s2_leagueM_game3,gotwood4sheep,s2_leagueM_game3_07_stac_1412670407,509,505.0,07,892.0,Assertion,every time,9883.0,Segment,s2_leagueM_game3_07_asoubeille_1413540680500,EDU,s2_leagueM_game3_07_asoubeille_1413540670859,Elaboration
12501,gotwood4sheep,Other,1040.0,s2_leagueM_game3,dmm,s2_leagueM_game3_07_stac_1412670410,510,537.0,07,892.0,Assertion,i do enjoy a good 8,9884.0,Segment,0,0,s2_leagueM_game3_07_asoubeille_1413540689062,Contrast
12502,gotwood4sheep,Other,1040.0,s2_leagueM_game3,dmm,s2_leagueM_game3_07_stac_1412670410,510,537.0,07,892.0,Assertion,i do enjoy a good 8,9884.0,Segment,0,0,s2_leagueM_game3_07_jhunter_1459939516035,Comment
